wavelength,wave_label,20041EW,20041err,20041label,Cernis52EW,Cernis52err,Cernis52label,23180EW,23180err,23180label,281159EW,281159err,281159label,23512EW,23512err,23512label,24534EW,24534err,24534label,24912EW,24912err,24912label,28482EW,28482err,28482label,37061EW,37061err,37061label,37903EW,37903err,37903label,43384EW,43384err,43384label,147084EW,147084err,147084label,147889EW,147889err,147889label,148579EW,148579err,148579label,166734EW,166734err,166734label,168625EW,168625err,168625label,175156EW,175156err,175156label,183143EW,183143err,183143label,190603EW,190603err,190603label,194279EW,194279err,194279label,CygOB25EW,CygOB25err,CygOB25label,CygOB212EW,CygOB212err,CygOB212label,204827EW,204827err,204827label,206267EW,206267err,206267label,223385EW,223385err,223385label
5342.52,5342,2.8,,L,2.6,,L,1.7,0.3,D,1.6,,L,0.8,,L,1.4,,L,0.7,,L,3.8,,L,0.8,,L,1.1,,L,,,R,3.3,,L,,,R,2.3,,L,3.7,0.5,D,5.2,0.9,D,4,0.6,D,3.7,0.5,D,0.6,,L,2.1,0.5,D,2.7,0.6,D,4.8,,L,2.7,0.1,C,1,,L,1,,L
5358.76,5358,,,R,5.2,,L,1.7,0.4,D,3.7,0.6,D,1.4,,L,1.1,,L,8.1,1.1,D,7.5,1.1,C,3.3,0.3,D,2.6,0.3,D,8.2,0.6,D,6.4,,L,4.1,0.6,D,3.1,,L,10.2,0.7,D,4.4,,L,2.7,0.4,D,7.9,0.7,C,1.7,,L,2.2,,L,2.8,0.9,D,10.1,1.6,D,2.6,0.5,D,1.3,0.4,D,,,R
5362.99,5362,,,R,,,R,12.8,,L,17.2,,L,,,R,25.8,,L,21.1,4.3,D,,,R,25.6,3.1,D,12.3,,L,,,R,,,R,24.3,,L,,,R,62.5,7,D,,,R,,,R,,,R,19.5,,L,52,10.5,D,119.9,10.1,D,130.4,11.7,C,47.7,,L,13.5,,L,,,R
5363.77,5363,,,R,,,R,2.3,,L,10,0.7,D,,,R,3.2,0.8,D,6.8,0.6,D,,,R,6.2,0.6,D,9.3,0.9,D,,,R,,,R,20.8,1.2,D,,,R,30,1.3,D,,,R,4.4,0.6,C,,,R,19.4,1.3,C,,,R,35.8,1.7,D,43.3,2.7,C,10.5,1.2,C,9.5,0.6,D,,,R
5371.12,5371,,,R,,,R,3.3,,L,4.5,1,D,,,R,3,,L,3.4,,L,,,R,2.7,,L,3.1,,L,7.7,1.4,D,,,R,12.9,1.7,D,30.4,2.4,D,15.6,0.9,D,6,,L,,,R,13.6,1,C,14.2,2.1,D,5.7,,L,6.6,1.7,D,10.4,2.7,D,10.9,1,C,3.2,,L,,,R
5384.18,5384,1.6,,L,,,R,1.3,,L,1.7,,L,3.4,,L,1.3,0.4,D,1.7,,L,,,R,0.7,,L,0.9,,L,2.4,0.3,D,,,R,2,0.5,D,,,R,3.1,0.5,D,5.5,1.6,D,1.2,,L,3.1,0.4,D,3.4,0.3,D,2.6,,L,2.4,,L,4.2,,L,2.9,0.4,D,1.2,,L,5.7,,L
5390.8,5390,,,R,5.6,1.6,D,0.8,,L,0.8,,L,2.5,0.3,D,1.5,0.4,D,0.9,,L,1.4,,L,0.6,,L,1.2,,L,1.4,0.3,D,,,R,1.6,,L,2.1,,L,1.3,,L,3.1,,L,1.6,0.2,D,1.2,,L,1,,L,1.4,,L,2,0.6,D,3,,L,1.9,0.4,D,1.1,0.2,D,,,R
5404.58,5404,40.7,2.5,C,,,R,2.9,0.5,D,14.5,1,D,1.2,,L,3.2,,L,10.7,0.6,D,,,R,1.6,0.5,D,1.6,,L,25.2,1,D,,,R,8,0.6,D,8,1.8,C,43.5,0.8,D,36.8,2.2,D,,,R,50.5,1.3,C,13.3,0.6,D,24.9,1.4,D,39.4,2.2,D,42,2.7,D,16.7,0.6,D,14.5,1.5,D,,,R
5418.87,5418,8.5,0.5,D,29.2,1.6,D,12.6,0.2,D,17.6,0.6,D,2,,L,11.2,0.8,D,9.2,0.9,D,6.3,1.1,D,1.9,,L,1.3,,L,7.6,0.6,D,,,R,40.5,0.7,D,10.9,1,D,20.7,0.7,D,13.4,0.9,D,11,0.7,D,12.3,0.5,D,2.7,0.6,D,19.7,1,D,33.6,0.9,D,50.8,1.7,D,48.6,0.7,D,13.9,1,D,,,R
5419.57,5419,,,R,,,R,37.3,,L,71,7.8,C,,,R,,,R,,,R,,,R,,,R,47.8,6,D,96.7,9.5,D,,,R,128.5,15,D,59.2,,L,,,R,66.3,,L,120.4,10.5,C,133,9.9,C,139.4,8.5,D,100.2,13.8,C,,,R,140.5,18.4,C,,,R,,,R,,,R
5424.19,5424,,,R,6.1,,L,0.9,,L,1.1,,L,1.4,,L,2,,L,2.1,0.4,D,3.1,,L,0.9,,L,1,0.2,D,1.9,,L,,,R,4.8,0.5,D,,,R,3.3,0.6,D,1.6,,L,1.2,,L,5.4,0.5,D,1.3,0.4,D,8.3,0.4,D,7.1,0.8,D,4.6,,L,4.2,0.5,D,2.1,0.6,D,,,R
5450.07,5450,306.7,17.7,D,,,R,157.2,11.9,C,124.7,14.2,D,,,R,131.6,14.5,D,130.5,7.6,D,60.6,,L,103.5,9.9,D,109.2,12.3,C,461,15.4,C,498.6,29.3,C,316.2,22.3,C,82.8,,L,722,35.3,D,828.6,41.6,C,64.5,,L,542.1,18.2,C,272.1,12.6,C,637.7,26.8,C,451.2,26.4,D,776.2,41.2,D,131.7,9.4,C,145.2,8.7,D,252.5,32.8,C
5470.79,5470,2.9,0.4,D,2.4,,L,0.7,,L,1.9,0.2,D,0.7,,L,2.7,0.3,D,1.6,0.3,D,2.5,0.6,D,0.6,,L,0.8,,L,1.9,0.1,D,3.7,0.6,D,4.2,0.2,D,1.9,,L,6.5,0.2,D,3.4,0.9,D,,,R,4.6,0.4,D,3.7,0.3,D,2.4,,L,6.5,0.4,D,2.2,,L,5.2,0.3,D,4.5,0.2,D,3.9,0.2,D
5480.79,5480,,,R,5.4,1.2,D,3.1,0.2,D,2.3,0.3,D,0.7,,L,4,0.3,D,0.8,,L,,,R,0.5,,L,1.1,,L,,,R,,,R,6.1,0.4,D,2,,L,2.3,0.4,D,3.7,,L,1.2,0.3,D,2.3,0.2,D,,,R,,,R,4.1,0.4,D,9.9,1.2,D,7,0.2,D,2.3,0.3,D,,,R
5487.64,5487,96.2,3.8,C,,,R,22.7,2.8,D,53.3,1.9,D,14.6,3.2,D,13.9,,L,49.3,1.8,D,,,R,49.2,1.9,D,46.4,2.8,D,101.8,3.2,D,,,R,85.3,5.1,D,,,R,193.9,5,D,177.3,7.9,D,24.4,3.1,D,196.4,6.3,C,105.1,7.7,C,149.4,5.4,D,229.4,6.9,D,244.3,10,D,57.4,3.6,C,52.7,4,D,115.4,9.4,C
5490.37,5490,2.2,0.3,D,1.2,,L,1.7,0.5,D,1.4,,L,0.7,,L,0.6,,L,1,,L,1,,L,0.5,,L,0.7,,L,1.4,,L,,,R,2.6,0.4,D,1.6,,L,4.8,0.1,D,4.2,0.3,D,2.1,0.3,D,1.8,0.4,D,1.2,0.1,D,2.2,0.6,D,3.8,0.5,D,4.4,1.4,D,3.2,0.4,D,1.9,0.3,D,3.5,0.3,D
5494.1,5494,,,R,16.6,1.6,D,9.8,0.4,D,13,0.4,D,2.5,0.2,D,8.7,0.7,D,7,0.3,D,,,R,0.7,,L,3.6,0.3,D,16,0.7,D,,,R,17.4,0.9,D,9.4,0.7,D,39.4,0.7,D,33.1,1.5,D,11.3,0.5,D,,,R,17.5,0.6,C,14.5,0.3,D,36.3,1.3,D,42.4,2.1,D,23.8,0.5,D,16.4,0.7,D,11,0.4,C
5496.23,5496,1.3,0.2,D,,,R,1.7,0.2,D,1.2,0.1,D,0.7,,L,1,,L,0.5,,L,1.3,,L,0.4,,L,0.5,,L,,,R,,,R,3,0.3,D,1.2,,L,2.7,0.4,D,4.6,1.1,D,2.7,0.4,D,5.4,0.2,D,,,R,,,R,1.9,,L,9.4,0.7,D,5.1,0.3,D,0.8,0.1,D,0.9,,L
5497.46,5497,5.5,1,D,,,R,,,R,4.9,,L,3,,L,6.1,,L,,,R,10.2,,L,3.1,,L,3.7,,L,,,R,,,R,4.6,1,D,10.2,0.6,D,15.9,0.8,D,10.3,,L,2.7,0.7,D,6.2,0.6,D,,,R,,,R,,,R,19.9,3.5,D,14.4,1.1,D,,,R,,,R
5502.84,5502,,,R,9.9,,L,1.7,,L,3.5,0.6,D,1.3,,L,2.9,,L,3.4,,L,,,R,1.4,,L,2,,L,2.7,0.8,D,,,R,3.9,,L,,,R,9.2,0.4,D,7.7,,L,6.1,0.7,D,10.3,0.7,D,4.3,0.7,D,3.5,,L,10.8,1.7,D,8.3,,L,8.7,0.6,D,3.8,0.8,D,,,R
5504.32,5504,,,R,4.2,,L,1.4,0.3,D,2.7,0.7,D,0.7,,L,1.4,,L,1,,L,2.4,,L,0.6,,L,0.6,,L,3.1,0.2,D,1.8,,L,2.3,0.3,D,0.4,,L,4,0.1,D,2.1,,L,2.7,0.3,D,1.5,0.2,D,1.6,0.2,D,3.4,0.6,D,3.5,0.3,D,5.8,1,D,3.2,0.2,D,2.4,0.1,D,,,R
5506.21,5506,,,R,,,R,1.8,0.3,D,4.8,0.6,D,1.5,,L,1.6,,L,3.7,0.8,D,,,R,3.9,0.4,D,5.6,0.6,D,8.7,1.1,D,,,R,7.3,1.6,D,,,R,11,1,D,10.6,2.6,D,,,R,,,R,2.9,0.6,D,2.4,,L,10.1,0.7,D,9.8,2,D,8.2,0.3,D,2.5,0.3,D,,,R
5508.33,5508,,,R,,,R,40.3,1.7,D,50.6,1.4,D,3.4,1.1,D,20.6,1.9,D,56.9,1.9,D,,,R,16.9,1,D,30.8,1.2,D,153.9,3.1,D,,,R,88.7,4.6,C,,,R,197.6,2.6,D,,,R,,,R,,,R,73,2.5,D,130.5,2.3,D,163.9,3.2,D,,,R,105.9,2.5,D,72.9,2.5,D,,,R
5512.68,5512,,,R,16.8,1.3,D,8.6,0.2,D,11,0.4,D,0.9,,L,5.1,0.2,D,3.3,0.2,D,6.2,0.5,D,0.6,,L,0.5,,L,5.5,0.2,D,,,R,19.6,0.2,D,11.5,0.6,D,17.2,0.3,D,15.8,1,D,10.1,0.3,D,8.1,0.2,D,4.4,0.2,D,15.2,0.5,D,18.2,0.6,D,31.9,1.1,D,21.3,0.2,D,8.4,0.3,D,6.6,0.4,D
5515.95,5515,6.3,0.9,D,9,,L,1.8,0.5,D,2.3,,L,1.8,,L,4.5,1.1,D,1.6,,L,4,,L,1.5,,L,1.3,,L,4.4,0.8,D,6.7,,L,10.7,0.8,D,3.4,,L,10.8,0.7,D,4.5,,L,2.8,,L,7.8,0.7,D,2.8,0.5,D,3.6,,L,9,0.9,D,7.2,,L,6.4,0.6,D,4.5,0.5,D,4,0.8,D
5525.05,5524,,,R,,,R,2.9,,L,2.6,,L,8.9,0.9,C,3.1,,L,4.9,1.4,D,7.8,1.9,D,1.6,,L,3.7,,L,,,R,,,R,15.7,,L,4.4,,L,8.6,1.7,D,,,R,2.3,,L,16.2,0.7,D,5.5,0.7,D,,,R,13.4,1.4,D,,,R,12.8,0.8,D,3.1,,L,,,R
5525.07,5525,60.7,4.3,C,,,R,22.8,,L,56.3,5.8,D,,,R,,,R,17.3,,L,32.1,,L,17.6,3.8,D,35.4,4.8,D,,,R,,,R,25.7,,L,48.2,,L,96.2,5.4,D,63,,L,70.1,3,C,82.8,2.2,C,79.4,6.4,C,37.4,7.8,D,121.3,6.4,D,92.4,12,D,83.2,6.9,C,15.8,,L,,,R
5527.49,5527,1.6,,L,,,R,1.1,0.2,D,2.2,0.4,D,0.8,,L,3.6,0.4,D,0.9,,L,3.4,,L,0.7,,L,0.4,,L,1.4,,L,,,R,2.6,,L,1.9,,L,3.1,0.8,D,3.5,0.6,D,1,,L,,,R,2.8,0.3,D,1.5,,L,5.2,0.9,D,4.6,1.4,D,6.3,0.4,D,0.7,,L,,,R
5530.1,5530,,,R,,,R,0.8,,L,0.8,,L,0.5,,L,1.2,,L,1.3,,L,,,R,0.8,,L,0.7,,L,,,R,,,R,4.5,0.4,D,1.6,,L,2.7,0.3,D,3.7,0.3,D,5.6,0.5,C,1.3,,L,1.7,,L,,,R,1.8,0.5,D,4.2,,L,3.3,0.5,D,1.4,0.3,D,2.4,0.5,D
5535.14,5535,,,R,,,R,7.8,,L,,,R,,,R,13.3,,L,10.9,,L,,,R,,,R,9.7,1.9,D,,,R,,,R,32.5,2.5,D,12,,L,62.8,1.8,D,68.4,10.3,D,,,R,,,R,,,R,73.2,3.4,D,90.2,3.2,D,76.9,7.8,D,,,R,20.4,2.6,D,,,R
5537.56,5537,2.4,0.3,D,3.8,,L,0.9,,L,3,0.4,D,,,R,1.2,,L,1.1,,L,2.3,,L,0.4,,L,2.5,0.4,D,,,R,2.9,,L,6.2,0.6,D,3.3,,L,11.6,1,D,9.8,1.4,D,0.9,,L,6,0.3,D,,,R,1.9,,L,20.4,1.6,D,53,4.1,D,1.8,0.3,D,2.4,0.3,D,1.6,0.2,D
5541.92,5541,5.6,0.6,D,,,R,,,R,7.2,0.2,D,0.9,,L,5.2,0.2,D,,,R,,,R,,,R,,,R,3.9,0.3,D,,,R,10.7,0.6,D,,,R,18.7,0.6,D,,,R,8.1,0.3,D,10.6,0.5,D,1.9,0.4,D,,,R,20.1,1.1,D,,,R,14.1,0.7,D,6.2,0.4,D,3,0.4,D
5545.08,5545,,,R,29.6,3.2,D,10,0.3,D,17.4,0.3,D,5.8,0.3,D,10.7,0.3,D,7.7,0.4,D,,,R,1.8,0.4,D,4.4,0.3,D,23.4,0.6,D,,,R,25.3,0.7,D,11.1,1.1,D,53.4,0.2,D,39.7,1.6,D,17.1,0.4,D,38.7,0.5,C,8.5,0.5,D,26.3,0.8,D,39.7,0.5,D,56.5,2.5,D,30.6,0.5,D,13.7,0.4,D,,,R
5546.46,5546,1.2,,L,18,1.3,D,7.4,0.2,D,12,0.2,D,2.8,0.2,D,5.5,0.2,D,3.8,0.3,D,5.8,,L,2.1,0.2,D,1.7,0.3,D,7.1,0.4,D,,,R,20.9,0.5,D,9.3,0.6,D,14,0.2,D,7.1,0.6,D,6.6,0.3,D,8,0.2,D,0.8,,L,12.8,0.6,D,16,0.4,D,20.1,1.8,D,20.1,0.4,D,8.4,0.2,D,2.8,0.3,D
5547.43,5547,1.8,,L,5,0.7,D,1.8,0.1,D,2.2,0.1,D,1,,L,2.1,0.3,D,2.6,0.3,D,1.3,,L,0.5,,L,0.5,,L,3.6,0.2,D,,,R,4.6,0.3,D,2.4,0.4,D,6.5,0.1,D,3.2,0.4,D,1.2,0.2,D,3.7,0.2,D,0.8,0.2,D,5.4,0.6,D,3.6,0.3,D,7.4,1.3,D,4.1,0.2,D,3.2,0.1,D,,,R
5551.01,5551,1.3,,L,3.6,,L,0.7,0.2,D,0.8,0.2,D,0.4,,L,0.5,,L,1.1,,L,1.3,0.4,D,0.7,,L,0.3,,L,0.7,,L,,,R,3.3,0.2,D,1.7,,L,1.8,0.1,D,1.7,,L,1,0.2,D,0.6,,L,0.5,,L,1.7,0.4,D,1.3,,L,3.2,,L,2.3,0.4,D,0.6,0.1,D,1.3,,L
5553.9,5553,3.6,,L,5.8,,L,1,,L,0.9,,L,0.8,,L,2,0.5,D,0.9,,L,2,,L,0.8,,L,0.7,,L,3.7,0.4,D,,,R,1.8,0.4,D,2.7,,L,3.7,0.4,D,2.4,,L,1,,L,1,,L,2.6,,L,2.4,,L,2.8,0.7,D,4.4,,L,5.2,0.5,D,1.4,,L,,,R
5556.34,5556,2.7,0.7,D,9.6,,L,4,0.5,D,2.1,,L,1.8,,L,2.9,,L,1.6,,L,5.6,,L,3.1,,L,1.3,,L,13.9,0.9,D,7.3,,L,6.3,0.6,D,3.6,,L,7.6,1.1,D,,,R,,,R,17.3,0.7,D,2.9,,L,,,R,6.3,1.8,D,,,R,8.3,0.5,D,2.1,0.6,D,2.2,,L
5559.91,5559,1.7,,L,10.3,,L,1.8,,L,2.9,,L,2.1,,L,2.2,,L,1.3,,L,5.3,,L,1.5,,L,2.1,,L,3.7,,L,,,R,5.1,0.8,D,5,,L,3.2,,L,5.1,,L,7,0.8,D,8.3,1,D,3.9,,L,2.8,,L,4.3,,L,14.5,2.3,D,7.3,1,D,2.5,0.7,D,,,R
5580.79,5580,1.5,,L,3.2,,L,1.1,0.3,D,1.3,0.3,D,0.6,,L,1.4,0.3,D,0.8,,L,2,,L,0.5,,L,0.4,,L,1.4,,L,1.8,,L,3.1,0.4,D,2.1,,L,7.6,0.6,D,4.5,1.3,D,1.7,0.4,D,1.1,,L,1.3,0.3,D,1.9,,L,4.8,0.6,D,4.6,1.5,D,4,0.4,D,2.1,0.1,D,,,R
5585.56,5585,2.1,,L,4.1,,L,0.9,,L,1.3,,L,0.8,,L,0.6,,L,1.2,,L,3.1,,L,1.5,,L,1.1,,L,1,,L,2.2,,L,3.4,0.5,D,2.6,,L,2.4,0.5,D,3,,L,0.8,,L,2.3,0.2,D,0.9,,L,1.5,,L,3.3,0.6,D,4.3,,L,2.6,0.2,D,0.9,,L,,,R
5594.58,5594,,,R,5,,L,2.4,0.4,D,6.5,0.3,D,1,,L,2.9,0.4,D,,,R,5.5,1,D,1,,L,1,,L,5.9,0.4,D,,,R,9.9,0.8,D,4.6,0.3,D,16.7,0.9,D,8.4,0.9,D,4.9,0.2,D,6.9,0.3,C,1.6,0.2,D,5.5,0.3,D,12.6,0.4,D,16.5,1,D,7.4,0.3,C,5.3,0.2,D,2.8,0.3,D
5599.76,5599,0.9,,L,4.2,,L,1.1,,L,0.9,0.3,D,4.5,0.4,D,1.1,,L,1,,L,2,,L,0.6,,L,0.4,,L,1.4,,L,,,R,2.9,0.5,D,2.4,,L,2,0.3,D,1.9,,L,1.5,0.3,D,1.3,,L,1.1,,L,2.9,,L,2.1,0.5,D,3.2,0.6,D,4.9,0.4,D,2,0.3,D,1.6,0.3,D
5600.72,5600,1.5,0.5,D,9.9,,L,1.6,,L,2,,L,7.2,0.7,D,1.8,,L,3.2,,L,2.7,,L,1.1,,L,1.3,,L,3.5,0.7,D,,,R,4.9,0.5,D,5.7,,L,8,0.5,D,5,,L,2.7,0.4,D,3.7,0.5,D,3.1,0.4,D,2.4,,L,5.5,0.6,D,4.6,,L,5.8,0.4,D,3.1,0.4,D,1.6,0.3,D
5609.82,5609,13,0.7,D,5.4,,L,3.6,0.2,D,4,0.5,D,0.9,0.3,D,2.8,,L,6.2,0.5,D,3,,L,0.9,,L,1.5,,L,9.4,0.6,D,5.4,1.1,D,3.5,0.7,D,3.9,,L,21,1,D,24,1.1,D,3.2,0.3,D,24.6,0.6,D,9.2,0.4,D,15.6,0.7,D,28.5,1.6,D,31.3,2.5,D,6.9,0.4,D,6.6,0.7,D,15.2,0.6,D
5634.98,5634,2.4,,L,7.8,,L,0.9,,L,2,,L,1.6,,L,1.6,,L,0.9,,L,4,,L,1.5,,L,2.6,,L,4,0.6,D,10.3,,L,6.7,0.9,D,4.3,,L,2.7,0.8,D,4.6,,L,2.5,,L,1.7,,L,2,,L,4.2,,L,4.3,1.1,D,11.8,2.1,D,6,0.9,D,1.5,0.5,D,2,,L
5643.7,5643,,,R,3,,L,2.1,0.3,D,1.8,,L,1.6,0.4,D,1.4,,L,1,,L,,,R,0.8,,L,,,R,1.4,0.4,D,,,R,1.8,0.3,D,3.1,,L,10.5,0.3,D,7.4,1.1,D,3.1,0.2,D,3.6,0.6,D,3.2,0.3,D,1.3,,L,5.1,0.8,D,6.6,1,D,3.6,0.5,D,1.4,,L,,,R
5645.45,5645,,,R,5.3,,L,1.1,,L,1.7,,L,0.6,,L,1.3,0.4,D,2.2,0.3,D,,,R,0.8,,L,1.3,0.2,D,4.7,1.1,C,,,R,3.6,0.9,D,3.3,,L,6.8,0.2,D,,,R,9.6,0.4,D,,,R,2.2,0.4,D,,,R,4,0.8,D,4,0.5,D,4.7,0.4,C,1.4,0.2,D,,,R
5652.34,5652,3.4,,L,5.6,,L,0.9,,L,1.9,0.6,D,2.4,0.3,D,1.9,,L,1.3,,L,2.6,,L,0.7,,L,1.6,,L,4,0.7,D,10.4,,L,2.4,,L,3.3,,L,3.9,0.4,D,1.8,,L,1.4,,L,5.1,0.5,C,3,0.6,D,2.9,,L,6.8,0.8,D,2.2,,L,1.8,,L,1.2,,L,,,R
5669.12,5669,,,R,5.6,,L,2.4,0.4,D,2.6,0.5,D,1,,L,4.8,0.5,D,1.4,,L,,,R,0.6,,L,1.2,,L,2.7,0.2,D,,,R,3.3,0.6,D,2,,L,5.2,0.6,D,2.6,0.4,D,,,R,2.3,0.3,D,,,R,2.4,0.4,D,4.2,0.6,D,6.6,0.6,D,7.6,0.2,D,2.7,0.4,D,,,R
5669.94,5670,,,R,4,,L,2.8,0.3,D,1.1,,L,0.6,,L,1.3,,L,0.8,,L,,,R,0.7,,L,1.8,,L,2.1,0.2,D,,,R,2.4,0.6,D,2.2,,L,4.1,0.6,D,2.9,,L,,,R,5.1,0.2,D,1.3,0.4,D,1.6,,L,4.1,0.8,D,3.8,0.6,D,3.1,0.6,D,2,0.3,D,1,,L
5671.89,5671,5.6,0.7,D,10.1,,L,2.7,,L,2.1,,L,1.5,,L,4.3,,L,2.6,0.4,D,2,,L,1.2,,L,1.5,,L,2.8,0.5,D,,,R,2.5,,L,2.1,,L,3.6,0.9,D,4.7,,L,2.8,,L,3.9,0.6,D,0.9,,L,2.6,,L,3.4,,L,5.8,,L,3.6,,L,2.4,,L,2.5,,L
5705.12,5705,87.3,1.8,D,17.5,,L,13.9,1.4,D,58.4,1.6,D,,,R,,,R,,,R,30.2,3.4,D,34.4,1.7,D,30.9,1.3,D,89,2.3,D,,,R,71.1,3,D,16.8,3.2,D,122.2,0.8,D,194.7,5.2,D,23.7,1.7,D,160.7,2.2,D,72.7,2.6,D,118.2,2.7,D,207.3,2.8,D,191.3,5.6,D,47.2,2.6,D,55.6,2.3,D,107.4,1.9,D
5706.5,5706,0.7,,L,2.8,,L,1.1,,L,2.2,0.1,D,,,R,,,R,,,R,2.2,0.3,D,0.7,,L,1.2,,L,0.7,,L,,,R,4.4,0.3,D,2.6,0.3,D,0.8,,L,1.9,,L,2.7,0.2,D,0.6,,L,5.7,,L,5.9,0.5,D,0.6,,L,4.2,0.5,D,4.9,0.1,D,0.4,,L,2.1,,L
5707.72,5707,4.8,0.4,D,2.8,,L,2.5,0.6,D,4.9,0.3,D,,,R,,,R,,,R,1.8,,L,2.1,0.3,D,1.1,,L,6.3,0.6,D,,,R,5.6,0.3,D,2.5,,L,15.5,0.7,D,10,1.1,D,1,0.2,D,8.6,0.5,D,4.9,0.4,D,1.4,0.3,D,12.6,0.9,D,14.7,1.2,D,5.1,0.3,D,3.6,0.5,D,6,0.3,D
5710.58,5710,5.2,0.2,D,4.7,0.8,D,6.9,0.3,D,4.3,0.3,D,1.6,0.2,D,3.5,0.2,D,,,R,,,R,0.4,,L,0.6,0.1,D,,,R,,,R,7.3,0.3,C,2,0.3,D,9.6,0.3,D,,,R,11.4,0.2,D,,,R,,,R,,,R,7.4,0.1,D,,,R,12.4,0.4,D,2.3,0.2,D,3.6,0.2,D
5711.46,5711,11.3,0.7,D,16.9,1.6,D,3.6,0.3,D,8.4,0.7,D,1.4,0.4,D,3.9,0.3,D,1.3,,L,2,,L,1,,L,1.9,,L,,,R,,,R,8.4,0.3,C,4.3,,L,21.5,0.7,D,,,R,3.6,0.7,D,47.5,0.6,D,,,R,,,R,19.8,0.8,D,5,0.7,D,14.8,0.3,C,8,0.6,D,6.9,0.5,D
5716.3,5716,2.5,0.2,D,4.5,,L,1,,L,1.4,0.2,D,0.7,,L,2.4,0.6,D,0.5,0.1,D,1.5,,L,0.6,,L,0.7,,L,0.9,,L,1.4,,L,3.6,0.5,D,2.4,,L,5,0.5,D,4.1,0.4,D,1,0.3,D,2.4,0.3,D,0.6,,L,1.8,,L,3.6,0.4,D,3.8,1.2,D,3.9,0.2,D,2.1,0.3,D,3.2,0.3,D
5719.57,5719,14.5,0.3,C,12.6,1.5,D,15,1.1,C,9.9,0.3,D,1.2,,L,4.3,0.6,D,5.4,0.4,D,11.3,1.5,C,0.8,,L,2,,L,18.2,1.4,D,5.9,,L,8.8,0.4,D,1.2,,L,30.8,1.1,D,26.9,1.1,D,6.6,0.6,D,21.5,0.3,C,7.2,0.6,D,15.4,0.9,D,13.5,0.7,D,34.8,2.5,D,17.4,0.2,C,5.2,0.2,D,10,0.5,D
5732.67,5732,3.5,,L,12.3,,L,,,R,2.7,,L,2.5,,L,3.4,,L,2.2,0.4,D,6.9,2,D,2.2,,L,5.6,1.1,D,3,,L,,,R,3.9,,L,5.7,,L,4.1,,L,8.2,,L,1.8,,L,3.8,1.1,D,,,R,,,R,6.8,1.8,D,10.3,,L,6.5,0.7,D,3,,L,5.7,0.9,D
5734.9,5734,1,,L,4.7,,L,1.8,,L,0.8,,L,0.8,,L,1.4,,L,0.7,,L,1.9,,L,0.5,,L,1,,L,1.2,,L,4.2,0.7,D,4.7,0.3,D,2.5,,L,1.4,,L,2.5,,L,1.4,0.3,D,0.6,,L,1.3,,L,2.8,,L,4,0.4,D,2.1,,L,3.8,0.2,D,1.2,0.3,D,0.8,,L
5735.89,5735,1.5,0.3,D,2,,L,0.8,,L,1.5,0.1,D,0.4,,L,1,0.3,D,0.4,,L,1.5,0.4,D,0.5,,L,0.2,,L,0.9,,L,3.4,0.4,D,1.4,0.3,D,1.2,,L,2.8,0.1,D,4.4,0.3,D,0.7,0.2,D,0.6,0.1,D,0.9,,L,1.4,,L,2.4,0.2,D,3.4,0.4,D,2.1,0.2,D,0.7,,L,0.4,,L
5741.1,5741,8.3,1.7,D,19.9,,L,,,R,15.6,1.6,D,3.6,,L,5.4,,L,5.9,1.3,D,8.6,,L,,,R,,,R,,,R,11.8,,L,,,R,12.8,,L,20,2,D,,,R,,,R,58.4,1.3,D,,,R,,,R,15.2,3.1,D,,,R,,,R,3.3,,L,10.7,1.2,D
5744.7,5744,6.7,0.7,D,8,,L,2.3,,L,10.5,0.8,D,1.4,,L,2.2,,L,9,0.4,D,3.8,,L,5,0.6,D,7.8,0.5,D,6.7,0.7,D,7,,L,11.6,0.8,D,5.2,,L,10.2,1.3,D,15.2,1.2,D,3.4,0.5,D,9.8,0.3,D,12.2,0.8,D,12.1,0.8,D,10.2,1.1,D,8.8,1.2,D,6.3,0.6,D,4.1,0.9,D,2.5,0.8,C
5747.15,5747,36.7,1.5,C,8.8,,L,2.8,,L,20.8,1,D,2,,L,4.2,,L,7.3,1.1,D,,,R,3.6,1,D,13.2,0.7,D,43.2,1.3,C,,,R,16.9,0.6,D,5.9,,L,18.8,0.8,D,38.7,2.4,D,7.9,0.9,D,,,R,,,R,,,R,21.6,1,D,36.8,1.6,C,8,0.9,C,8.3,0.7,D,,,R
5749.18,5749,5.9,0.2,D,4.6,,L,1,,L,5.2,0.4,D,0.8,,L,1.7,,L,1.1,0.3,D,2.7,,L,1.4,,L,2.7,0.3,D,4.9,0.3,C,4,0.8,D,10,0.8,D,2.1,,L,8.4,0.6,D,3.9,1,D,8.2,1.3,D,,,R,,,R,3,0.6,D,16.8,0.7,D,10.8,0.9,C,5.1,0.5,D,1.8,0.3,D,1.6,,L
5753.51,5753,0.7,,L,3,,L,0.7,,L,0.6,,L,0.7,,L,2.2,0.3,D,0.5,,L,2,,L,0.8,,L,0.7,,L,1.3,,L,,,R,3.6,0.3,D,2.5,,L,1.8,0.3,D,1.7,,L,1.4,,L,1.4,0.3,D,2.6,0.4,D,0.9,,L,1.4,0.4,D,1,,L,2.5,0.4,D,1.7,0.2,D,0.6,,L
